sale_id,date,city,store_format,category,item,quantity,unit_price,sales_amount
86,2026-04-01,Bengaluru,Flagship,Coffee,Cold Brew,2,180,365.36
87,2026-04-01,Bengaluru,Flagship,Merchandise,Coffee Beans Pack,2,450,880.14
88,2026-04-01,Bengaluru,Flagship,Merchandise,Coffee Beans Pack,1,450,443.49
89,2026-04-01,Bengaluru,Flagship,Bakery,Muffin,1,70,68.32
90,2026-04-01,Bengaluru,Flagship,Bakery,Croissant,1,90,90.34
91,2026-04-01,Bengaluru,Flagship,Coffee,Cappuccino,3,140,422.08
92,2026-04-01,Bengaluru,Flagship,Bakery,Croissant,3,90,268.78
93,2026-04-01,Bengaluru,Kiosk,Coffee,Cold Brew,2,180,363.0
94,2026-04-01,Bengaluru,Kiosk,Coffee,Espresso,2,120,236.79
95,2026-04-01,Bengaluru,Kiosk,Merchandise,Coffee Beans Pack,1,450,462.3
96,2026-04-01,Bengaluru,Kiosk,Bakery,Croissant,1,90,90.58
97,2026-04-01,Bengaluru,Kiosk,Coffee,Filter Coffee,1,60,59.81
98,2026-04-01,Bengaluru,Kiosk,Coffee,Cappuccino,1,140,138.97
99,2026-04-01,Bengaluru,Kiosk,Merchandise,Tumbler,2,550,1087.11
100,2026-04-01,Bengaluru,Drive-Thru,Coffee,Filter Coffee,1,60,60.24
101,2026-04-01,Bengaluru,Drive-Thru,Coffee,Cold Brew,2,180,368.0
102,2026-04-01,Bengaluru,Drive-Thru,Coffee,Filter Coffee,2,60,119.61
103,2026-04-01,Bengaluru,Drive-Thru,Merchandise,Coffee Beans Pack,2,450,909.01
104,2026-04-01,Bengaluru,Drive-Thru,Coffee,Cappuccino,1,140,140.86
105,2026-04-01,Bengaluru,Drive-Thru,Coffee,Espresso,1,120,121.94
106,2026-04-01,Bengaluru,Drive-Thru,Coffee,Espresso,1,120,117.11
107,2026-04-01,Bengaluru,Drive-Thru,Coffee,Cappuccino,1,140,136.49
108,2026-04-01,Bengaluru,Drive-Thru,Coffee,Cappuccino,1,140,142.65
109,2026-04-01,Bengaluru,Drive-Thru,Bakery,Brownie,1,110,110.43
110,2026-04-01,Bengaluru,Drive-Thru,Merchandise,Tumbler,2,550,1113.81
111,2026-04-01,Bengaluru,Drive-Thru,Coffee,Cold Brew,3,180,543.3
112,2026-04-01,Hyderabad,Flagship,Coffee,Espresso,1,120,123.05
113,2026-04-01,Hyderabad,Flagship,Coffee,Cold Brew,3,180,528.15
114,2026-04-01,Hyderabad,Flagship,Coffee,Filter Coffee,1,60,60.76
115,2026-04-01,Hyderabad,Flagship,Coffee,Cold Brew,2,180,366.87
116,2026-04-01,Hyderabad,Flagship,Bakery,Muffin,1,70,70.74
117,2026-04-01,Hyderabad,Flagship,Coffee,Filter Coffee,1,60,59.98
118,2026-04-01,Hyderabad,Flagship,Merchandise,Tumbler,1,550,559.37
119,2026-04-01,Hyderabad,Flagship,Coffee,Espresso,1,120,122.27
120,2026-04-01,Hyderabad,Flagship,Merchandise,Coffee Beans Pack,2,450,888.84
121,2026-04-01,Hyderabad,Flagship,Coffee,Espresso,1,120,122.89
122,2026-04-01,Hyderabad,Flagship,Merchandise,Tumbler,1,550,564.59
123,2026-04-01,Hyderabad,Flagship,Merchandise,Coffee Beans Pack,1,450,442.19
124,2026-04-01,Hyderabad,Flagship,Merchandise,Tumbler,1,550,552.27
125,2026-04-01,Hyderabad,Flagship,Coffee,Cappuccino,1,140,139.7
126,2026-04-01,Hyderabad,Kiosk,Merchandise,Mug,1,350,356.96
127,2026-04-01,Hyderabad,Kiosk,Merchandise,Coffee Beans Pack,1,450,457.02
128,2026-04-01,Hyderabad,Kiosk,Coffee,Cold Brew,3,180,524.44
129,2026-04-01,Hyderabad,Kiosk,Bakery,Muffin,1,70,69.63
130,2026-04-01,Hyderabad,Kiosk,Merchandise,Coffee Beans Pack,2,450,894.38
131,2026-04-01,Hyderabad,Kiosk,Bakery,Muffin,2,70,140.14
132,2026-04-01,Hyderabad,Drive-Thru,Coffee,Cold Brew,2,180,360.23
133,2026-04-01,Hyderabad,Drive-Thru,Bakery,Brownie,1,110,111.5
134,2026-04-01,Hyderabad,Drive-Thru,Bakery,Croissant,2,90,178.11
135,2026-04-01,Hyderabad,Drive-Thru,Coffee,Filter Coffee,2,60,120.52
136,2026-04-01,Hyderabad,Drive-Thru,Coffee,Filter Coffee,2,60,121.58
137,2026-04-01,Hyderabad,Drive-Thru,Coffee,Cold Brew,2,180,367.11
138,2026-04-01,Hyderabad,Drive-Thru,Merchandise,Coffee Beans Pack,1,450,443.51
139,2026-04-01,Hyderabad,Drive-Thru,Bakery,Muffin,3,70,214.24
140,2026-04-01,Hyderabad,Drive-Thru,Bakery,Brownie,1,110,108.67
141,2026-04-01,Hyderabad,Drive-Thru,Coffee,Cappuccino,2,140,279.32
142,2026-04-01,Hyderabad,Drive-Thru,Coffee,Cappuccino,2,140,283.38
143,2026-04-01,Hyderabad,Drive-Thru,Bakery,Croissant,1,90,89.36
144,2026-04-01,Hyderabad,Drive-Thru,Coffee,Filter Coffee,1,60,60.19
145,2026-04-01,Hyderabad,Drive-Thru,Coffee,Filter Coffee,3,60,174.88
146,2026-04-01,Hyderabad,Drive-Thru,Coffee,Cappuccino,2,140,274.45
147,2026-04-01,Hyderabad,Drive-Thru,Coffee,Espresso,1,120,123.16
148,2026-04-02,Coimbatore,Flagship,Bakery,Croissant,1,90,91.75
149,2026-04-02,Coimbatore,Flagship,Coffee,Cold Brew,3,180,551.61
150,2026-04-02,Coimbatore,Flagship,Bakery,Croissant,1,90,91.08
151,2026-04-02,Coimbatore,Flagship,Coffee,Cold Brew,2,180,368.51
152,2026-04-02,Coimbatore,Flagship,Coffee,Cold Brew,1,180,175.5
153,2026-04-02,Coimbatore,Flagship,Bakery,Brownie,1,110,110.69
154,2026-04-02,Coimbatore,Flagship,Merchandise,Mug,1,350,346.85
155,2026-04-02,Coimbatore,Flagship,Coffee,Filter Coffee,1,60,59.15
156,2026-04-02,Coimbatore,Flagship,Coffee,Espresso,1,120,120.18
157,2026-04-02,Coimbatore,Flagship,Coffee,Cappuccino,1,140,138.08
158,2026-04-02,Coimbatore,Flagship,Merchandise,Tumbler,1,550,535.75
159,2026-04-02,Coimbatore,Flagship,Coffee,Cappuccino,3,140,432.18
160,2026-04-02,Coimbatore,Flagship,Coffee,Cappuccino,2,140,286.23
161,2026-04-02,Coimbatore,Flagship,Bakery,Muffin,1,70,70.5
162,2026-04-02,Coimbatore,Flagship,Bakery,Brownie,1,110,112.73
163,2026-04-02,Coimbatore,Kiosk,Coffee,Cappuccino,1,140,139.95
164,2026-04-02,Coimbatore,Kiosk,Bakery,Brownie,1,110,107.02
165,2026-04-02,Coimbatore,Kiosk,Merchandise,Mug,2,350,686.55
166,2026-04-02,Coimbatore,Kiosk,Bakery,Brownie,2,110,219.05
167,2026-04-02,Coimbatore,Kiosk,Coffee,Espresso,1,120,119.68
168,2026-04-02,Coimbatore,Kiosk,Coffee,Filter Coffee,2,60,117.93
169,2026-04-02,Coimbatore,Kiosk,Bakery,Croissant,1,90,89.98
170,2026-04-02,Coimbatore,Kiosk,Coffee,Espresso,2,120,245.48
171,2026-04-02,Coimbatore,Drive-Thru,Merchandise,Coffee Beans Pack,1,450,442.21
172,2026-04-02,Coimbatore,Drive-Thru,Bakery,Muffin,1,70,71.91
173,2026-04-02,Coimbatore,Drive-Thru,Bakery,Croissant,1,90,89.96
174,2026-04-02,Coimbatore,Drive-Thru,Coffee,Cappuccino,2,140,281.26
175,2026-04-02,Coimbatore,Drive-Thru,Coffee,Cold Brew,4,180,724.86
176,2026-04-02,Coimbatore,Drive-Thru,Bakery,Croissant,2,90,184.73
177,2026-04-02,Coimbatore,Drive-Thru,Coffee,Espresso,1,120,122.13
178,2026-04-02,Coimbatore,Drive-Thru,Bakery,Croissant,1,90,91.61
179,2026-04-02,Coimbatore,Drive-Thru,Coffee,Espresso,1,120,118.81
180,2026-04-02,Coimbatore,Drive-Thru,Bakery,Brownie,3,110,326.03
181,2026-04-02,Coimbatore,Drive-Thru,Bakery,Croissant,2,90,182.86
182,2026-04-02,Chennai,Flagship,Bakery,Brownie,2,110,213.88
183,2026-04-02,Chennai,Flagship,Coffee,Cappuccino,1,140,143.98
184,2026-04-02,Chennai,Flagship,Coffee,Filter Coffee,2,60,118.69
185,2026-04-02,Chennai,Flagship,Coffee,Espresso,3,120,368.62
186,2026-04-02,Chennai,Flagship,Merchandise,Mug,1,350,350.51
187,2026-04-02,Chennai,Flagship,Merchandise,Mug,2,350,708.55
188,2026-04-02,Chennai,Flagship,Bakery,Croissant,1,90,91.24
189,2026-04-02,Chennai,Flagship,Coffee,Cappuccino,1,140,137.69
190,2026-04-02,Chennai,Flagship,Merchandise,Tumbler,2,550,1080.56
191,2026-04-02,Chennai,Flagship,Bakery,Croissant,1,90,89.72
192,2026-04-02,Chennai,Flagship,Coffee,Espresso,1,120,123.58
193,2026-04-02,Chennai,Flagship,Coffee,Espresso,1,120,121.54
194,2026-04-02,Chennai,Flagship,Coffee,Cold Brew,2,180,365.39
195,2026-04-02,Chennai,Kiosk,Coffee,Espresso,1,120,120.0
196,2026-04-02,Chennai,Kiosk,Coffee,Cappuccino,1,140,139.66
197,2026-04-02,Chennai,Kiosk,Coffee,Filter Coffee,1,60,58.9
198,2026-04-02,Chennai,Kiosk,Coffee,Cold Brew,2,180,349.23
199,2026-04-02,Chennai,Kiosk,Bakery,Brownie,2,110,218.48
200,2026-04-02,Chennai,Kiosk,Coffee,Filter Coffee,1,60,59.88
201,2026-04-02,Chennai,Kiosk,Bakery,Croissant,3,90,271.3
202,2026-04-02,Chennai,Drive-Thru,Coffee,Cappuccino,2,140,275.33
203,2026-04-02,Chennai,Drive-Thru,Coffee,Filter Coffee,1,60,59.29
204,2026-04-02,Chennai,Drive-Thru,Bakery,Croissant,1,90,91.39
205,2026-04-02,Chennai,Drive-Thru,Merchandise,Tumbler,1,550,545.03
206,2026-04-02,Chennai,Drive-Thru,Merchandise,Tumbler,1,550,549.43
207,2026-04-02,Chennai,Drive-Thru,Coffee,Cold Brew,2,180,366.78
208,2026-04-02,Chennai,Drive-Thru,Coffee,Cappuccino,3,140,423.27
209,2026-04-02,Chennai,Drive-Thru,Bakery,Brownie,1,110,107.03
210,2026-04-02,Chennai,Drive-Thru,Merchandise,Coffee Beans Pack,1,450,436.68
211,2026-04-02,Chennai,Drive-Thru,Coffee,Cold Brew,3,180,545.06
212,2026-04-02,Chennai,Drive-Thru,Bakery,Croissant,2,90,175.73
213,2026-04-02,Chennai,Drive-Thru,Coffee,Cold Brew,2,180,349.33
214,2026-04-02,Chennai,Drive-Thru,Coffee,Cappuccino,1,140,143.63
215,2026-04-02,Bengaluru,Flagship,Coffee,Cappuccino,1,140,142.82
216,2026-04-02,Bengaluru,Flagship,Merchandise,Coffee Beans Pack,1,450,456.33
217,2026-04-02,Bengaluru,Flagship,Merchandise,Coffee Beans Pack,3,450,1380.97
218,2026-04-02,Bengaluru,Flagship,Coffee,Cappuccino,1,140,139.03
219,2026-04-02,Bengaluru,Flagship,Coffee,Espresso,1,120,121.61
220,2026-04-02,Bengaluru,Flagship,Merchandise,Coffee Beans Pack,2,450,885.81
221,2026-04-02,Bengaluru,Flagship,Coffee,Espresso,2,120,235.54
222,2026-04-02,Bengaluru,Flagship,Bakery,Croissant,1,90,89.62
223,2026-04-02,Bengaluru,Flagship,Bakery,Brownie,2,110,219.28
224,2026-04-02,Bengaluru,Flagship,Bakery,Muffin,3,70,210.39
225,2026-04-02,Bengaluru,Flagship,Bakery,Croissant,1,90,89.76
226,2026-04-02,Bengaluru,Flagship,Coffee,Espresso,2,120,244.29
227,2026-04-02,Bengaluru,Flagship,Coffee,Cold Brew,1,180,178.21
228,2026-04-02,Bengaluru,Flagship,Coffee,Filter Coffee,1,60,58.6
229,2026-04-02,Bengaluru,Flagship,Bakery,Croissant,2,90,185.4
230,2026-04-02,Bengaluru,Flagship,Merchandise,Mug,1,350,347.77
231,2026-04-02,Bengaluru,Flagship,Coffee,Cold Brew,3,180,549.91
232,2026-04-02,Bengaluru,Flagship,Coffee,Cappuccino,1,140,138.89
233,2026-04-02,Bengaluru,Flagship,Coffee,Espresso,2,120,244.64
234,2026-04-02,Bengaluru,Flagship,Bakery,Croissant,1,90,88.16
235,2026-04-02,Bengaluru,Flagship,Bakery,Muffin,1,70,69.12
236,2026-04-02,Bengaluru,Flagship,Coffee,Espresso,1,120,116.4
237,2026-04-02,Bengaluru,Flagship,Bakery,Croissant,1,90,88.4
238,2026-04-02,Bengaluru,Flagship,Bakery,Brownie,1,110,109.39
239,2026-04-02,Bengaluru,Kiosk,Bakery,Brownie,1,110,110.5
240,2026-04-02,Bengaluru,Kiosk,Bakery,Muffin,2,70,141.77
241,2026-04-02,Bengaluru,Kiosk,Coffee,Filter Coffee,1,60,59.07
242,2026-04-02,Bengaluru,Kiosk,Merchandise,Mug,2,350,691.56
243,2026-04-02,Bengaluru,Kiosk,Bakery,Muffin,2,70,143.36
244,2026-04-02,Bengaluru,Kiosk,Coffee,Filter Coffee,2,60,122.16
245,2026-04-02,Bengaluru,Kiosk,Merchandise,Coffee Beans Pack,3,450,1371.81
246,2026-04-02,Bengaluru,Kiosk,Bakery,Brownie,1,110,107.09
247,2026-04-02,Bengaluru,Kiosk,Coffee,Filter Coffee,3,60,178.94
248,2026-04-02,Bengaluru,Kiosk,Coffee,Filter Coffee,1,60,58.79
249,2026-04-02,Bengaluru,Kiosk,Bakery,Brownie,2,110,215.17
250,2026-04-02,Bengaluru,Kiosk,Coffee,Cold Brew,1,180,182.72
251,2026-04-02,Bengaluru,Drive-Thru,Coffee,Espresso,1,120,122.23
252,2026-04-02,Bengaluru,Drive-Thru,Coffee,Cold Brew,4,180,701.75
253,2026-04-02,Bengaluru,Drive-Thru,Bakery,Croissant,1,90,90.79
254,2026-04-02,Bengaluru,Drive-Thru,Coffee,Cold Brew,3,180,525.74
255,2026-04-02,Bengaluru,Drive-Thru,Coffee,Cold Brew,4,180,741.58
256,2026-04-02,Bengaluru,Drive-Thru,Coffee,Cold Brew,4,180,726.96
257,2026-04-02,Bengaluru,Drive-Thru,Coffee,Cappuccino,1,140,138.2
258,2026-04-02,Bengaluru,Drive-Thru,Merchandise,Tumbler,1,550,542.2
259,2026-04-02,Bengaluru,Drive-Thru,Merchandise,Coffee Beans Pack,1,450,446.39
260,2026-04-02,Bengaluru,Drive-Thru,Coffee,Espresso,2,120,241.67
261,2026-04-02,Bengaluru,Drive-Thru,Coffee,Espresso,2,120,245.24
262,2026-04-02,Bengaluru,Drive-Thru,Bakery,Brownie,1,110,107.04
263,2026-04-02,Bengaluru,Drive-Thru,Bakery,Croissant,1,90,88.68
264,2026-04-02,Bengaluru,Drive-Thru,Bakery,Brownie,1,110,108.89
265,2026-04-02,Bengaluru,Drive-Thru,Bakery,Muffin,1,70,71.6
266,2026-04-02,Bengaluru,Drive-Thru,Coffee,Espresso,1,120,123.41
267,2026-04-02,Bengaluru,Drive-Thru,Coffee,Cappuccino,1,140,136.25
268,2026-04-02,Hyderabad,Flagship,Bakery,Croissant,1,90,92.28
269,2026-04-02,Hyderabad,Flagship,Bakery,Brownie,1,110,111.45
270,2026-04-02,Hyderabad,Flagship,Coffee,Espresso,1,120,119.51
271,2026-04-02,Hyderabad,Flagship,Coffee,Cold Brew,1,180,184.09
272,2026-04-02,Hyderabad,Flagship,Coffee,Cappuccino,1,140,138.97
273,2026-04-02,Hyderabad,Flagship,Bakery,Brownie,2,110,222.38
274,2026-04-02,Hyderabad,Flagship,Bakery,Croissant,2,90,178.28
275,2026-04-02,Hyderabad,Flagship,Bakery,Croissant,2,90,175.67
276,2026-04-02,Hyderabad,Flagship,Coffee,Cappuccino,1,140,137.26
277,2026-04-02,Hyderabad,Flagship,Bakery,Croissant,2,90,184.75
278,2026-04-02,Hyderabad,Flagship,Merchandise,Coffee Beans Pack,1,450,462.17
279,2026-04-02,Hyderabad,Flagship,Bakery,Croissant,1,90,92.33
280,2026-04-02,Hyderabad,Flagship,Coffee,Cappuccino,3,140,424.76
281,2026-04-02,Hyderabad,Flagship,Bakery,Croissant,1,90,90.79
282,2026-04-02,Hyderabad,Flagship,Bakery,Brownie,2,110,216.95
283,2026-04-02,Hyderabad,Flagship,Coffee,Cappuccino,2,140,277.03
284,2026-04-02,Hyderabad,Flagship,Coffee,Cappuccino,2,140,285.53
285,2026-04-02,Hyderabad,Flagship,Bakery,Brownie,1,110,107.77
286,2026-04-02,Hyderabad,Flagship,Bakery,Muffin,2,70,140.18
287,2026-04-02,Hyderabad,Flagship,Coffee,Espresso,1,120,120.34
288,2026-04-02,Hyderabad,Kiosk,Coffee,Cappuccino,1,140,142.82
289,2026-04-02,Hyderabad,Kiosk,Coffee,Espresso,1,120,121.12
290,2026-04-02,Hyderabad,Kiosk,Coffee,Filter Coffee,1,60,60.35
291,2026-04-02,Hyderabad,Kiosk,Coffee,Filter Coffee,3,60,179.84
292,2026-04-02,Hyderabad,Kiosk,Coffee,Cappuccino,2,140,275.1
293,2026-04-02,Hyderabad,Kiosk,Coffee,Filter Coffee,1,60,59.29
294,2026-04-02,Hyderabad,Kiosk,Coffee,Cappuccino,2,140,285.41
295,2026-04-02,Hyderabad,Kiosk,Coffee,Espresso,2,120,239.32
296,2026-04-02,Hyderabad,Kiosk,Coffee,Espresso,1,120,120.0
297,2026-04-02,Hyderabad,Kiosk,Coffee,Espresso,2,120,239.17
298,2026-04-02,Hyderabad,Drive-Thru,Coffee,Cold Brew,1,180,184.43
299,2026-04-02,Hyderabad,Drive-Thru,Bakery,Croissant,1,90,89.44
300,2026-04-02,Hyderabad,Drive-Thru,Bakery,Brownie,1,110,110.46
301,2026-04-02,Hyderabad,Drive-Thru,Coffee,Filter Coffee,1,60,61.54
302,2026-04-02,Hyderabad,Drive-Thru,Coffee,Filter Coffee,1,60,60.71
303,2026-04-02,Hyderabad,Drive-Thru,Bakery,Muffin,1,70,69.65
304,2026-04-02,Hyderabad,Drive-Thru,Bakery,Croissant,1,90,89.72
305,2026-04-02,Hyderabad,Drive-Thru,Merchandise,Mug,3,350,1067.22
306,2026-04-02,Hyderabad,Drive-Thru,Coffee,Cold Brew,3,180,528.62
307,2026-04-02,Hyderabad,Drive-Thru,Coffee,Cappuccino,1,140,141.55
308,2026-04-02,Hyderabad,Drive-Thru,Coffee,Cappuccino,1,140,138.57
309,2026-04-02,Hyderabad,Drive-Thru,Coffee,Espresso,1,120,120.17
310,2026-04-03,Coimbatore,Flagship,Bakery,Brownie,1,110,112.26
311,2026-04-03,Coimbatore,Flagship,Coffee,Cappuccino,1,140,140.59
312,2026-04-03,Coimbatore,Flagship,Coffee,Espresso,3,120,356.41
313,2026-04-03,Coimbatore,Flagship,Bakery,Brownie,1,110,107.05
314,2026-04-03,Coimbatore,Flagship,Bakery,Muffin,1,70,68.87
315,2026-04-03,Coimbatore,Flagship,Merchandise,Coffee Beans Pack,2,450,920.45
316,2026-04-03,Coimbatore,Flagship,Bakery,Brownie,2,110,224.69
317,2026-04-03,Coimbatore,Flagship,Merchandise,Coffee Beans Pack,2,450,926.33
318,2026-04-03,Coimbatore,Flagship,Merchandise,Coffee Beans Pack,1,450,456.41
319,2026-04-03,Coimbatore,Flagship,Coffee,Cappuccino,1,140,143.62
320,2026-04-03,Coimbatore,Flagship,Merchandise,Mug,1,350,347.62
321,2026-04-03,Coimbatore,Flagship,Merchandise,Tumbler,2,550,1085.25
322,2026-04-03,Coimbatore,Flagship,Bakery,Croissant,1,90,87.95
323,2026-04-03,Coimbatore,Flagship,Bakery,Muffin,1,70,69.27
324,2026-04-03,Coimbatore,Flagship,Coffee,Espresso,2,120,239.86
325,2026-04-03,Coimbatore,Kiosk,Merchandise,Coffee Beans Pack,3,450,1323.64
326,2026-04-03,Coimbatore,Kiosk,Coffee,Cappuccino,1,140,141.22
327,2026-04-03,Coimbatore,Kiosk,Merchandise,Mug,1,350,349.65
328,2026-04-03,Coimbatore,Kiosk,Bakery,Brownie,2,110,216.74
329,2026-04-03,Coimbatore,Kiosk,Bakery,Brownie,1,110,111.27
330,2026-04-03,Coimbatore,Kiosk,Bakery,Brownie,2,110,215.68
331,2026-04-03,Coimbatore,Kiosk,Bakery,Brownie,3,110,329.15
332,2026-04-03,Coimbatore,Kiosk,Coffee,Cappuccino,2,140,276.08
333,2026-04-03,Coimbatore,Kiosk,Coffee,Filter Coffee,1,60,60.43
334,2026-04-03,Coimbatore,Drive-Thru,Coffee,Cappuccino,1,140,140.27
335,2026-04-03,Coimbatore,Drive-Thru,Bakery,Muffin,1,70,71.03
336,2026-04-03,Coimbatore,Drive-Thru,Coffee,Filter Coffee,3,60,177.16
337,2026-04-03,Coimbatore,Drive-Thru,Bakery,Brownie,2,110,214.56
